health	VaChiwenga Vokurudzira Kuti Vanhu Vangwarire Covid-19	Mutevedzeri wemutungamiri wenyika, VaConstantino Chiwenga, vanoti veruzhinji vanofanirwa kuramba vakangwarira kurwisana nechirwere cheCovid-19 sezvo chiri kuramba chichitekeshera pasi rose. Vachitaura semunyarikani pakuparura chirongwa Covid-19 Charity Cycling Campaign muBulawayo, VaChiwenga vati veruzhinji munyika havachakoshesi kutevedzera zvinokurudzirwa kuitwa nevehutano pakudzivirira kutapuriranwa kwehutachiwana hwecoronavirus uho hunokonzera chirwere cheCovid-19. VaChiwenga, avo vanovewo gurukota rezvehutano, vati Covid-19 iri kudzoka nehukasha kunyanya kunyika dzekumadokero vakayambira veruzhinji kuti vasaite sekuti chirwere ichi hachisisiko. VaChiwenga vati zviri kubuda pakuongorora chirwere cheCovid-19 munyika zvinoratidza kuti huwandu hwevanhu vanobatwa nechirwere ichi munyika huri kukwira kupfuura huwandu hwevanhu vanobatwa nechirwere ichi vabva kunze kwenyika. Vati muAfrica, South Africa ndeimwe yenyika dziri kubatwawo nechirwere ichi vakatiwo sezvo zvizvarwa zvemuZimbabwe zvakawanda zviri muSouth Africa, zvakakosha kuti veruzhinji vangwarirewo chirwere ichi. VaChiwenga vati muBulawayo kunyanya dambudziko rekushaikwa kwemvura rinoisa vanhu panjodzi yekubatwa nechirwere cheCovid. Vati hurumende iri kuita zvose zvainogona kuti igadzirise dambudziko iri asi havana kutsanangura zvizere. Vanhu gumi nevanomwe vachachovha mabhasikoro kubva muBulawayo vachienda kuHarare senzira yekukurudzira veruzhinji kuzvidzivirira kubva kuchirwere ichi. Mukuru wesangano reRotary Club International muBulawayo, VaAlbert Mkandla, avo vakabatsira kuronga chirongwa ichi vaudza Studio7 kuti vaona iyi iri nzira inogona kubatsira kuti vanhu varambe vachikoshesa kudzivirira chirwere cheCovid-19. Gurukota rezvemitambo, Muzvare Kirsty Coventry, pamwe nemutevedzeri wegurukota rezvemaindasitiri, VaRaj Modi, vabatana naVaChiwenga mukusangana nevachachovha mabhasikoro ava mushure mekunge mutevedzeri wemutungamiri wenyika vaparura chirongwa ichi. Mumwe wevachovhi vemabhasikoro ari muchirongwa ichi, Nqobani Gatsheni, ati ari kufara zvikuru kuve muchirongwa ichi chekukurudzira veruzhinji kuti varambe vachirwisa chirwere cheCovid-19. Vachovhi ava vachabva muguta reBulawayo mangwana mangwanani uye vanotarisirwa kusvika muHarare mushure memazuva matanhatu. Zimbabwe yave nevanhu mazana maviri nemakumi mashanu nevashanu vafa nechirwere cheCovid-19, uye vanhu zviuru zvisere nemazana matanhatu nemakumi mapfumbamwe nevatanhatu, vakabatwa nechirwere ichi munyika yose. No media source currently available 	https://www.voashona.com/a/zimbabwe-vice-president-warns-people-against-complacency/5659910.html
health	Danho reHurumende reKumira Kubaya Nhomba yeCovid-19 Yetatau Parizvino Rotambirwa neImwe Nyanzvi	Vaimbova mukuru wechipatara cheChitungwiza Dr Enoch Mayida vanoti vanowirira nedanho rehurumende rekuti pari zvino imbosimbaradza hurongwa hwekubaya vanhu nhomba dzeCovid-19 mbiri pasati pabayiwa nhomba nhatu sezvave kuitwa kune dzimwe nyika dzakaita seAmerica. Nyika dzakabudirira dziri kubaya nhomba yetatu kune vakwegura nevanoshanda muzvipata sezvo zviri kunzi zvinobatsira masoja emuviri. Dr Mayida vaudza Studio 7 kuti vanotenderabna nezvakataurwa panhepfenyuro ino nemukuru anoona nezvekudzivirirwa kwechirwere cheCovid-19 Dr Agnes Mahomva kuti vakoshese kubaya vanhu nhomba kaviri parizvino. No media source currently available Bazi rezvehutano rinotiwo vanhu mamiriyoni matatu nezviuru mazana maviri negumi nevana zvine mazana mana nemakumi manomwe nemanomwe kana kuti 3 214, 477 vabayiwa nhomba yekudzivirira Covid-19 kekutanga. Vabayiwa nhomba kaviri sezviri kukurudzirwea vave mamiriyoni maviri nezviuru mazana mana nemakumi manomwe nemaviri zvine mazana masere nemakumi mashanu nemapfumbamwe kana kuti 2, 472, 859. Hurumende inoti ine hurongwa hwekubaya vanhu mamiriyoni gumi nhomba kana kuti zvikamu makumi matanhatu kubva muzana kuti inyatsoshande sezvinotarisirwa. Bazi rezvehutano rinotiwo vanhu vaviri vakafa neMugovera nechirwere cheCovid-19 zvasiya vafa nechirwere ichi kubva zvachatanga kupararira gore rapera vave zviuru zvina nemazana matanhatu nemakumi mashanu nevanomwe kana kuti 4, 657. Vanhu makumi mana nevasere vakabatwa nechirwere ichi zvasiya vabatwa nacho vave zviuru zana nemakumi matatu nemaviri zvine mazana matatu nemakumi matatu nematatu kana kuti 132,333.	https://www.voashona.com/a/danho-rehurumende-rekumira-kubaya-nhomba-yecovid-19-yetatau-parizvino-rotambirwa-neimwe-nyanzvi/6274232.html
business	PTUZ Inoti Hurumende Yasarirwa neMazuva Matatu Chete Kuti Varairidzi Varamwe Mabasa	Rimwe sangano rinomiririra vadzidzisi, reProgressive Teachers Union of Zimbabwe, PTUZ, rayambira hurumende kuti yasarirwa nemazuva matatu chete kuti igadzirise zvichemo zvevarairidzi. Izvi zvinotevera mazuva gumi nemana akapiwa hurumende nevashandi vayo ekuti igadzirise zvinhu, kukundikana kwayo voramwa mabasa. Vashandi vehurumende vari kuda kuti vawedzerwe mari dzemihoro, uye kuti vatambiriswe mihoro yavo nemari dzekuAmerica. Mutungamiriri wesangano iri, Doctor Takavafira Zhou, vanoti hurumende haidi kuteerera zvichemo zvevarairirdzi asi inoda kusvitsa vashandi pakuramwa mabasa, zvinove izvo zvichaitika kutanga musi weMuvhuro svondo rinouya kana vakasawirirana pakupera kwezuva neChishanu svondo chino. Doctor Zhou vanoti varairidzi vakawanda havana kuenda kumabasa kubva svondo rapera sezvo vakasanganawo nekuratidzira kwemazuva matatu kwakashevedzerwa nesangano reZCTU. Vanoti nhengo dzavo dzakanga dzagara dzisingaende kumabasa mazuva ose sezvo dzakasunga kuti dzichange dzichishanda zuva rimwe chete pasvondo kusvika hurumende yagadzirisa zvichemo zvavo. No media source currently available  	https://www.voashona.com/a/zimbabwe-ptuz-government-strike/4753274.html
politics	Hama dzaVaLavender Chiwaya Dzinoti Mapurisa Adzirambira Mutumbi weMufi	Paita makakatanwa akaipa pakati pemapurisa nemhuri yenhengo yeMDC Alliance, VaLavender Chiwaya, avo vakawanikwa vakafa neChishanu mangwanani. Makakatanwa aya atanga zvichitevera kutadza kuitwa ongororo yekuti chakakonzera kufa kwaVaChiwaya chii, kana kuti post-mortem neMugovera pachipatara chemuKaroi. Mushure mekutadza kuuya kwachiremba anoongorora mitumbi yevanhu vanenge vafa nedonzvo rekuona chinenge chauraya munhu, pazorongwa kuti mutumbi uyende kuHarare asi pashaikwa motokari inotakura chitunha. Hama dzemufi dzabva dzati zviri nani dzivige hama yadzo, asi mapurisa aramba kutambira izvi achiti ari kutevedza mutemo unobata mavigirwo anoitwa munhu anenge achifungidzirwa kuti akapondwa. Mutauriri wemhuri uye vari mukoma wemufi, VaJohannes Chiwaya, vati\nhavasi kufara nekurambirwa nemutumbi kuri kuitwa nemapurisa vachiti hapana chichashanduka.\n\nVaChiwaya vati varombo zvekuti havana mari yekutenga zvekudya kana\nrufu rwukatora nguva yakareba, uye munguva ino yeCovid-19, vanhu havafanirwe kuungana kwenguva yakareba. Asi mutauriri wemapurisa mudunhu reMashonaland West, VaIan Kohwera,\nvati mapurisa ane kodzero yekuti ongororo iyitwe zvichienderana\nnemafiro anenge aita munhu. Danho ratorwa nemapurisa rasiya vanhu vakapatsanurana vamwe vachiti\nvanotsigira danho remapurisa kuitira kuti pabude chokwadi kuitira kuti vanhu vasapumhana uroyi sezviri kuitika, asi vamwe vachiti mufi akaurayiwa nekuda kwenyaya dzezvematongerwo enyika, uye hapana chazvinobatsira kumirira ongororo yachiremba. VaChiwaya, avo vanga vari sachigaro weMDC Alliance we Ward 4 muHurungwe, uye vari kanzura, vakawanikwa vakafa neChishanu mangwanani pedyo nepamba pavo muKaroi mudunhu reMashonaland West. Matauriri wemapurisa munyika, VaPaul Nyati, vazivisa kuti mapurisa ari kuferefeta nyaya iyi, uye ane ruzivo rwezvakaitika manheru eChina apo VaChiwaya vanonzi vakatenga chibage chakagochwa pamwe nezvinodhaka vachibva vaoneka shamwari dzavo vachiti vava kuenda kumba. No media source currently available 	https://www.voashona.com/a/family-of-mdc-activist-accuse-police-of-refusing-to-handover-the-deceased-body/5554006.html
politics	Britain Inoti Inoshuvira Sarudzo Dzakachena muZimbabwe	Mumiriri weBritain muZimbabwe Amai Catriona Laing vanoti nyika yavo inoshuvira kuti muZimbabwe muve nesarudzo dzakachena dzinotambirwa nevanhu vose vachiti Britain iri kutarisa nemaziso matsvuku kuti hurumende ichawana sei michina yeBiometric Voter Registration. Vati nyika yavo inonzwisisa kuchema-chema kwemapato anopikisa panyaya yekuti michina iyi inofanirwa kuwanikwa nenzira yakajeka.\n\nVachitaura neStudio 7 parutivi pechiitiko chekukumikidzwa zviri pamutemo kwembatya nemimwe midziyo inoshandiswa pakurwisa moto muBulawayo nemusi weMuvhuro Ambassador Laing vati nyika yavo inoshuvira kuti Zimbabwe itevedzere hwaro hwesarudzo hwenyika dzeSADC uyewo kuti iteerere zvakataurwa nevesangano reAfrican Union kuti zvinofanirwa kugadziriswa kuti munyika muve nesarudzo dzakachena.\n\nAmai Laing vati hururmende yeBritain haingakwanise kupindira padanho rakatorwa nehurumende rekuti ndiyo ichatenga michina inoshandiswa pakuita Biometric Voter Registration asi vati muzinda wavo uri kutevera wakatarisa nemaziso matsvuku kuti izvi zvichaitwa nenzira yakajeka. Amai Laing vange vari munyarikani pachiitiko chekukumikidzwa kwembatya nemichina inoshandiswa pakurwisa moto kukanzuru yeguta reBulawayo nevesangano reOperation Florian rinove sangano rekuBritain rinoshanda rakazvimirira rega mukubatsira vanhu vemunyika dzakasiyana-siyana munya dzekurwisa moto.\n\nAmbaasador Laing vatenda vaShephard Ndlovu vanove chizvarwa cheZimbabwe asi vachishanda vari kuBritain avo vakabatsira kuti hukama pakati pekanzuru yeguta reBulawayo nesangano reoperation Florian huvepo. Vati kunyange hazvo hukama pakati pehurumende yeZimbabwe neyeBritain huchimbonetsa rubatsiro rwakapiwa nesangano reOperation Florian hunoratidza kusimba kunoramba kwakaita hukama pakati pevanhu venyika mbiri idzi.\n\n\nKanzuru yeguta reBulawayo yakatanga hukama nesangano reOperation Florian mugore ra2009 uye kubvira muna 2011 kusvika pari zvino, kanzuru iyi yawana motokari gumi dzekurwisa moto uye vashandi vayo vachidzidziswawo nezvekurwisa moto.\n\nVaMartin Moyo meya weguta reBulawayo vati rubatsiro rwavari kuwana kubva kusangano reoperation Florian rwakakosha zvikuru kuchitariswa dambudziko rekushikwa kwemari munyika vachitiwo rubatsiro urwu runoita kuti guta ravo rifambirane nemamwe maguta pasi rose munyaya dzekurwisa moto.\n\nPasi pehukama hwesangano reOpertaion Florian kanzuru yeguta reBulawayo yave kushanda nemamwe makanzuru emamwe madhorobha uye kwemavhiki maviri apfuura, vamwe vashandi vezvemoto vemakanzuru aya vange vachiita zvidzidzo zvakasiyana-siyana zvine chekuita nekudzivirira moto.\n\nVaKhumbulani Ndlovu avo vanove Leading Fire Officer muguta reBulawayo vaudza Studio 7 kuti vari kufara zvikuru nezvidzidzo zvaawana uye vave neshungu dzekushandisa zvavakadzidza kuti vabatsire vagari vemuBulawayo.\n\nRubatsiro rwawanikwa nekanzuru yeguta reBulawayo kusvika pari zvino rwakakosha madhora anopfuura mamiriyoni maviri nezviuru mazana mashanu. No media source currently available 	https://www.voashona.com/a/zimbabwe-matongerwo-enyika/3783932.html
health	Makambani Opindawo Muhurongwa hweKutenga Nhomba yeCovid-19	Vemabhizinesi vaparura chirongwa chekubaya vanhu nhomba vachishanda pamwe chete nehurumende nechinangwa chekudzivirira kupararira kwechirwere cheCovid-19. Vemabhizinesi vaparura chirongwa chinonzi Business Preparedness, Prevention and Response to Covid -19 kana kuti BPPRI kuti vabatsirane nehurumende kudzikisa huwandu hwevanobatwa neCovid-19 kuburikidzanekutenga nhomba nezvimwe zvekushandisa muzvipatara kurwisa chirwere cheCovid-19. Vachitaura pakuparurwa kwechirongwa ichi nhasi muHarare, sachigaro weBPPRI, Amai Getrude Mashonganyika, vati vemabhizimusi vanoda kuti dambudziko reCovid-19 ripere kuitira kuti mabhizinesi avo abudirire izvo zvakavasunda kuti vatengewo nhomba dzeCovid-19 kuitira kuti nyika ikurumidze kuva nehuwandu hunotarisirwa hwevanhu vabayiwa nhomba munyika yose, kana kuti herd immunity. Kambani yeCIMAS ndiyo ichange ichitungamirira vemabhizimusi muchirongwa chekutengwa kwenhomba idzi. Vachitaura pachiitiko ichi, sachigaro weCimas, Amai Emma Fundira, vatiwo chinangwa chavo ndechekuti vanhu vakawanda vazvidzivirire kuchirwere chinouraya ichi. Mutevedzeri wegurukota rezveutano, Dr John Mangwiro, vatiwo vafadzwa zvikuru nekubatana kwemabhizimusi nehurumende mukurwisa chirwere cheCovid-19 VaMangwiro vatiwo vari kutarisira kuti makambani aya achapawo veruzhinji, kunyanya kunzvimbo dzakasarira shure, ruzivo pamusoro pezvakanakira kubaiwa kwenhomba. VaMangwiro vatiwo hurumende yakasarudza kushandisa nhomba yeSinopharm neSinovac nedzimwewo nekuti ndidzo dzinogona kuchengetedzeka zvakanaka munyika. CIMAS inoti vemabhizimusi vakaisa madhora ekuAmerica miriyoni imwe chete kutsigira chirongwa chekutengwa kwenhomba. Nezuro, vanhu zviuru gumi nezvinomwe nemazana matatu nemakumi mana nevashanu, 17 345, vakabayiwa nhomba yekutanga nezuro wakare, izvo zvakasvitsa huwandu hwevanhu vabayiwa nhomba yekutanga pazviuru mazana matatu nemakumi masere nezvisere nemakumi maviri nemumwe chete, 388 21. Vanhu zvuru zvitanhatu nemazana manomwe nemakumi maviri nevapfumbamwe, 6 729, vakabayiwa nhomba yepiri nezuro wakare, izvo zvakasvitsa huwandu hwevanhu vabayiwa nhomba yepiri pazviuru makumi matanhatu nezvipfumbamwe nemazana mapfumbamwe nemakumi mapfumbamwe nevaviri, 69 992. Zimbabwe iri kushandisa mishonga yeSinovac neSinopharm kubaya vanhu, kunyange hazvo World Health Organization ichiti haisati yapa mishonga iyi chitambi chekuti ishandiswe kuruzhinji rwevanhu. Zimbabwe inoti ine hurongwa hwekubaya vanhu vanosvika mamiriyoni gumi. No media source currently available 	https://www.voashona.com/a/zimbabwe-firms-embark-on-buying-covid-19-vaccines-for-employees-and-family/5871690.html
business	Vakaremara Vanoti Hurumende Ngaishanda neMakambani Kuti Ivabatsire neZvikwanisiro	Vamwe vakaremara vari kukurudzira hurumende kuti ishande pamwechete nemakambani nemasangano akazvimirira mukutsvaga nzira yekuti vawane zvekushandisa zvinoita kuti hupenyu hwavo hureruke. Pastor Thomas Muchadenyika, avo vanogara kuNew Marimba muHarare vakaremara makumbo ese uye vanoshandisa madondoro vanoti kushayikwa kwezvikwanisiro kuri kuita kuti vakaremara vakawanda mumadhorobha nekumaruwa vatadze kushanda mabasa avo akasiyana siyana nekuendawo kuzvikoro. “Pane zvekushandisa zvevakaremara hazvisi kutowanikwa munyika muno.” Vanoenderera mberi vachiti, “Hongu hurumende yakanga yati yabvisa mutero kana kuti duty pane zvinoshandiswa nevakaremara zvakaita semadondoro, ma wheel chair nezvinoshandiswa nematsi kana mahearing aids, asi kuti munhu aende kunze kwenyika kunozvitenga mari yacho anenge asina, nekuti haasi kunopihwa mahara.” Mukuru weZimbabwe Albino Association Mai Mercy Maunganidze Chimanga vanoti nyaya yekushayikwa kwezvekushandisa zvevakaremara yave nenguva yakareba isingagadziriswe, “Nyaya yema assistive technologies yakakoshera vanhu vakaremara muhupenyu hwavo,”vanodaro Amai Chimanga. Vanotiwo, “Kubva tichitanga organisation muna 1996 tanga tichichema nehurumende yeZimbabwe kuti dai ma sunscreen lotion aiswa pa essential drugs list sezvo anoshandiswa zuva nezuva. Taitaura takatarisa vanhu vari HIV positive vanotora ma ARVs. Ma assistive devices aya anodhura uye vazhinji vedu havakwanise kuatenga. Uye zvikashayikwa zvinokoresa disability yemunhu.” Mai Chimanga vanoti hurumende inofanira kupa rutsigiro kumakambani kuti zvikwanisiro zvevakaremara zvigadzirwe muZimbabwe. “Iye zvino mukazvitarisa vanhu vane mental health vane mapiritsi avo anoda kutorwa pamwedzi pega pega, ve epilepsy vanoda mishonga yavo zvekare asi havasi kuzokwanisa kuzviita.” Vaenderera mberi vachiti mamwe matanho ari kutorwa nehurumende akanangana nekurerutsira vakaremara haasi kushanda. VaShingirai Nyakupinda vekuSunningdale muHarare vanova nhengo yeTracy Nyakupinda Albino Foundation vanoti zvikoro zvepamusoro zvinofanira kunge zvichiita ongororo netsvagurudzo pamusoro pezvikwanisiro zvevakaremara. “Hakuna chati chaitwa in terms of research pane zvinhu zvinobatsira vanhu, tichizvigadzirira tega tisingamirire kupihwa nema donors,” vanodaro VaNyakupinda. Vanoenderera mberi vachitiwo, Mahigher educational institutions edu pane ma projects avanoita vanokwanisa kugadzira zvakawanda. Tikatarisa ma hearing aids kana ma white cane, zvinhu zvinokwanisa kugadzirwa muno pasina zvekuzombomira pa waiting list. Saka tanga tichitarisira kuti kupera kwegore rino kana kutanga kwerinouya zvinhu zvichashanduka mu Zimbabwe tikwanise kuve ne progress paku addressa zvinhu zvakadai.” VaNyakupinda vanoti masangano evakaremara ndiwo anofanira kutaurirana nezvikoro zvepamusoro kuti vabatsirane nehurumende kugadzira zvinoshandiswa nevakaremara. VaEvans Tarwirei Chigariro vanodzidzisa mechanical engineering paHarare Polytechnic vanoti vakaremara ndivo vanofanira kutungamirira hurongwa hwekugadzirwa kwezvikwanisiro zvavo muno, asi chekutanga vanofanira kupihwa mukana wekuzviita. VaChigariro vanoti chinhu chinobatsira vakaremara chinofanira kugadzirwa naivo varidzi nekuti ndivo vanoziva zvavanoda. “Asingagone kutaura asi achiona anodzidziswa language yacho iyoyo, zvinoita, asingaone anodzidziswa, asinganzwe anotichwa, “ vanodaro VaChigariro. Vatiwo, “ Tiri mubishi rekunyora mapepa ekuti pamwe President akazviona anozvipasisa zvopindawo muma colleges edu. Zvototanga kushanda mugore ratiri kupinda ra2020. Research yatiri kutaura iyi haiitwi nemunhu ari able-bodied nekuti haana disability maari. Zvinoda kuti tidzidzise ari disabled wacho iyeye topedzisira tave nema leaders anoziva zve disability.” Sangano World Health Organisation rinoti munhu mumwechete pagumi rega rega revanhu vakaremara ari kurarama asina zvikwanisiro nekuda kwekudhura kwazvo pamwe nekutadza kunzwisisa nyaya dzevakaremara nevatungamiri venyika dzose zvadzo. No media source currently available 	https://www.voashona.com/a/vakaremara-vanoti-hurumende-ngaishanda-nemakambani-kuti-ivabatsire-nezvikwanisiro/5231403.html
politics	VaMwonzora Voronga Nhaurirano naVaMnangagwa Asi CCC Inoti Inoda Sarudzo Dzakachena Chete Muna 2023	Mutungamiri wechimwe chikwata cheMDC-T uye vachitungamira mubatanidzwa weMDC Alliance musarudzo VaDouglas Mwonzora vanoti vari kuda kuita nhaurirano nemutungamiri wenyika uye vari mutungamiri webato reZanu-PF VaEmmerson Mnangagwa vachiti zviri kuitwa nePolad parizvino hazvina zvazvinonyatsobatsira. Tayedza kubata mutauriri webato rezanu-pf VaChris Mutsvangwa asi vange vasiri kudaira nharembozha yavo. Asi mutauriri werimwe bato rinopikisa reCitizens Coalition for Change Muzvare Fadzai Mahere vaudza Studio 7 kuti bato ravo parizvino rakangotarisa zvakanyanya nyaya yesarudzo dza2023 uye kana paine nhaurirano dzinoda kuti dziitwe, dzinofanira kunangana nekuona kuti sarudzo dzaitwa zvakachena. Vati izvi zvikaitika vanokunda sarudzo zvine mutsindo zvekuti panenge pasina chinangwa chekuti paitwe hurumende yemubatanidzwa. No media source currently available 	https://www.voashona.com/a/6486626.html
politics	Munyori Mukuru weUnited Nations Oshora Kuputika kweChinofungidzirwa Kuti Chombo muZimbabwe	Munyori mukuru weUnited Nations VaAntonio Guterres vanoti vari kushushikana zvikuru nekuputika kwakaita chinofungidzirwa kuti chombo kana girinendi kuWhite City Sports Stadium kuBulawayo nemusi weMugovera rakapotsa rauraya mutungamiri wenyika VaEmmerson Mnangagwa, vatevedzeri vavo vaviri VaConstantino Chiwenga naVaKembo Mohadi avo vanonzi vakakuvara. VaGuterres vakurudzira kuti vane chekuita nekuputika uku vanofanira kusungwa voendeswa kumatare uye vakati vari kushuvira kuti vakakuvara vapore nekukurumidza. Vanhu vanosvika makumi mana nemapfumbamwe vakakuvara. Mapurisa ari kuenderera mberi achiferefeta nyaya iyi uye hapana ati asungwa. Mutauriri wemapurisa Senior Assistant Commissioner Charity Charamba vati kana paine vane humbowo vanofanira kufonera matikitivha eCID Bulawayo panumber dzinoti 0292-71568, Bulawayo Central Police – 0292-72515 or CID headquarters – 0242-709134, kana National Complaints desk on 0242-703631, or WhatsApp number 0712800197 kana kumapurisa ari pedyo navo. Zvichakadaro, sangano remubatanidzwa wemakerereke yeZimbabwe Council of Churches (ZCC) vakumbira vemakereke kuti vabatane mukunamata uye kutsanya kuti munyika muitwe sarudzo murunyararo. Mizinda yekunze yakaita seEgypt, America, Britain neRussia yashorawo zvikuru zvakaitika muZimbabwe. VeSADC ne African Union vashorawo chiitiko ichi. Nyanzvi munyaya dzezvematongerwo enyika VaMaxwell Saungweme vanoti munyori mukuru weUnited Nations aifanira kubuda pachena kuti aya mabasa evanopfurikidza mwero. No media source currently available  	https://www.voashona.com/a/munyori-mukuru-weunited-nations-oshora-kuputika-kwechombo-muzimbabwe/4453169.html
politics	Dare reHigh Court Rinobvuma Chikumbiro chevana vaMushakabvu Mugabe Chekuti Vapikise Kufukunyurwa kweMutumbi Wavo	Dare repamusoro reHigh Court nemusi weChina rakabvuma chikumbiro chevana vevaimbove mutungamiri wenyika mushakabvu VaRobert Mugabe chekuti vapikise mutongo wekuti mutumbi wababa vavo ufukunyurwe unovigwa kunovigwa magamba enyika kuHeroes Acre. Vachipa mutongo wavo kuburikidza negwaro, vatongi vedare repamusoro vanoti Justice Fatima Maxwell naJustice Amy Tsanga vakawirirana kuti vana vaVaMugabe vanoti Bona Mutsahuni Mugabe, Tinotenda Robert Mugabe Jnr. naBellarmine Chatunga vane kodzero pamutemo kupikisa mutongo waMambo Zvimba wekuti mutumbi wababa vavo ufukunyurwe kwavakavigwa kumusha kwavo kwaZvimba kuti vanovigwa kumarinda anovigwa magamba kuHeroes Acre kuHarare. Vana vaVaMugabe vainge vapikisa mutongo waMambo Zvimba kudare ramejasitiriti muChinhoyi asi mutongi Amai Ruth Moyo vainge varasa chikumbiro ichi vachiti vana ava havakwanise kupikisa mutongo waMambo Zvimba sezvo vainge vasiri ivo vainge vaendeswa kudare raMambo asi Amai vavo Grace Mugabe. Asi dare repamusoro iri rakati vana ava vane kodzero yakazara. Rimwe remagweta evana vaVaMugabe, VaFungai Chimwamurombe vaudza Studio 7 kuti mutongo uyu unopa vana ava kodzero yekupikisa mutongo waMambo. VaChimwamurombe vati vave kutonyorera Mejasitiri Moyo nezvemutongo wedare repamusoro uyu kuti vavape zuva richanzwikwa nyaya iyi. Mutauriri wemhuri yekwaMugabe ari muzukuru waVaMugabe, VaLeo Mugabe, vaudza Studio 7 kuti vanga vasati vapirwa nezvemutongo uyu. Studio 7 yakundikana kubata Mambo Zvimba kuti tinzwewo divi ravo pamutongo uyu sezvo nharembozha yavo yanga isingadairwi. Nyaya yenzvimbo yekuvigwa kwaVaMugabe yakanetsa kubva pavakafa makore maviri apera kusvika nhasi. Vamwe vanoti dai varega mutumbi wevaive mutungamiri wenyika ava wazorora murugare.	https://www.voashona.com/a/6571123.html
